Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Possibly	Possible	From	Tags
108	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	11587.239006578	11588.895006578	785459	787115	2013/12/30  13:13:05.239	1.656	40.8	68.9	1.2	43.0	65.4		fm		Unidentified.calls
109	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	11653.575007661	11654.495007661	851795	852715	2013/12/30  13:14:11.575	0.92	62.4	98.9	0.8	63.5	94.7		fm		Unidentified.calls
110	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	11654.230998872	11655.519998872	852451	853740	2013/12/30  13:14:12.231	1.289	34.3	56.1	1.1	36.1	53.7		fm		Unidentified.calls
111	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	11654.784003316	11656.256003316	853004	854476	2013/12/30  13:14:13.784	1.472	62.4	96.1	1.2	63.5	92.8		fm		Unidentified.calls
112	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	11699.93200828	11701.49600828	898152	899716	2013/12/30  13:14:58.932	1.564	56.7	73.7	1.4	58.6	72.3		fm		Unidentified.calls
113	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	11704.349003031	11705.453003031	902569	903673	2013/12/30  13:15:02.349	1.104	57.5	75.7	1.1	58.6	72.3		fm		Unidentified.calls
114	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	11709.490003108	11710.962003108	907710	909182	2013/12/30  13:15:07.490	1.472	50.2	80.8	1.1	51.8	72.3		fm		Unidentified.calls
115	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	11826.508006497	11827.889006497	1024728	1026109	2013/12/30  13:17:04.508	1.381	38.3	63.2	1.1	40.0	58.6		fm		Unidentified.calls
116	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	12005.377002104	12007.861002104	1203597	1206081	2013/12/30  13:20:03.377	2.484	58.1	87.0	2.2	60.5	83.0		fm		Unidentified.calls
117	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	12006.309002681	12007.597002681	1204529	1205817	2013/12/30  13:20:04.309	1.288	67.2	84.2	1.2	67.4	82.0		fm		Unidentified.calls
118	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	12332.97700551	12334.45000551	1531197	1532670	2013/12/30  13:25:31.977	1.473	27.2	51.0	1.2	27.3	48.8		fm		Unidentified.calls
119	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	12434.569001241	12435.397001241	1632789	1633617	2013/12/30  13:27:12.569	0.828	26.9	55.0	0.8	28.3	48.8		fm		Unidentified.calls
120	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	13120.72400008	13123.66800008	2318944	2321888	2013/12/30  13:38:38.724	2.944	61.2	72.8	2.2	62.5	71.3		fm		Unidentified.calls
121	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	13122.471999048	13124.864999048	2320692	2323085	2013/12/30  13:38:40.472	2.393	59.8	73.7	2.2	60.5	71.3		fm		Unidentified.calls
122	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	13337.460000111	13338.564000112	2535680	2536784	2013/12/30  13:42:15.460	1.104	27.5	57.0	0.9	29.3	54.7		fm		Unidentified.calls
123	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	13376.478004127	13378.870004127	2574698	2577090	2013/12/30  13:42:54.478	2.392	56.7	89.0	2.2	57.6	85.9		fm		Unidentified.calls
124	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	13452.281998514	13453.937998514	2650502	2652158	2013/12/30  13:44:10.282	1.656	32.9	53.3	1.2	34.2	50.8		fm		Unidentified.calls
125	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	13485.134002982	13486.330002982	2683354	2684550	2013/12/30  13:44:43.134	1.196	31.2	55.6	0.8	32.2	50.8		fm		Unidentified.calls
126	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	13594.054001613	13595.158001613	2792274	2793378	2013/12/30  13:46:32.054	1.104	40.2	57.0	0.9	42.0	55.7		fm		Unidentified.calls
127	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	13597.090999826	13598.746999826	2795311	2796967	2013/12/30  13:46:35.091	1.656	44.8	65.2	1.5	45.9	63.5		fm		Unidentified.calls
128	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	13603.809008046	13604.913008046	2802029	2803133	2013/12/30  13:46:42.809	1.104	48.8	76.2	0.9	50.8	73.2		fm		Unidentified.calls
129	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	13702.790004058	13704.171004059	2901010	2902391	2013/12/30  13:48:21.790	1.381	45.1	67.7	1.1	45.9	66.4		fm		Unidentified.calls
130	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	14099.625007107	14101.006007107	3297845	3299226	2013/12/30  13:54:57.625	1.381	47.6	74.8	1.2	49.8	71.3		fm		Unidentified.calls
131	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	14104.791002019	14106.815002019	3303011	3305035	2013/12/30  13:55:03.791	2.024	43.9	80.5	1.5	44.9	77.1		fm		Unidentified.calls
132	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	14131.017001389	14133.226001389	3329237	3331446	2013/12/30  13:55:29.017	2.209	17.3	41.1	1.5	18.6	38.1		fm		Unidentified.calls
133	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	14147.75299993	14149.13399993	3345973	3347354	2013/12/30  13:55:45.753	1.381	14.5	27.8	1.2	14.6	25.4		fm		Unidentified.calls
134	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	14207.913999303	14210.121999303	3406134	3408342	2013/12/30  13:56:46.914	2.208	66.9	90.4	2.0	70.3	86.9		fm		Unidentified.calls
135	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	14353.538999005	14355.378999005	3551759	3553599	2013/12/30  13:59:11.539	1.84	50.7	64.9	1.7	50.8	64.5		fm		Unidentified.calls
136	Spectrogram 1	1	200_2013-12-30_13-00-00.wav	200_2013-12-30_13-00-00.wav	14354.011004089	14356.956004089	3552231	3555176	2013/12/30  13:59:12.011	2.945	52.2	66.9	2.8	52.7	65.4		fm		Unidentified.calls
137	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	14700.48900804	14702.14500804	298151	299807	2014/1/1  13:04:58.489	1.656	38.7	61.8	1.4	41.0	58.6	fm			Unidentified.calls
138	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	14702.77700609	14704.52600609	300439	302188	2014/1/1  13:05:00.777	1.749	36.9	64.6	1.5	39.1	61.5	fm			Unidentified.calls
139	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	14747.979999692	14750.004999692	345642	347667	2014/1/1  13:05:45.980	2.025	39.1	62.5	1.5	41.0	62.5	fm			Unidentified.calls
140	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	14751.47000289	14753.21800289	349132	350880	2014/1/1  13:05:49.470	1.748	37.3	56.1	1.5	38.1	55.7	fm			Unidentified.calls
141	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	14830.616998658	14832.549998658	428279	430212	2014/1/1  13:07:08.617	1.933	36.2	52.6	1.2	38.1	50.8	fm			Unidentified.calls
142	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	15859.011008204	15860.576008203	1456673	1458238	2014/1/1  13:24:16.011	1.565	47.9	67.8	1.1	50.8	65.4	fm			Unidentified.calls
143	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	16374.05400014	16375.61800014	1971716	1973280	2014/1/1  13:32:51.054	1.564	41.2	71.0	1.1	43.0	65.4	fm			Unidentified.calls
144	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	17186.557006076	17187.937006076	2784219	2785599	2014/1/1  13:46:24.557	1.38	70.7	95.5	0.9	72.3	90.8	fm			Unidentified.calls
145	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	17195.299002514	17196.680002514	2792961	2794342	2014/1/1  13:46:32.299	1.381	37.6	60.0	1.1	40.0	57.6	fm			Unidentified.calls
146	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	17374.821002022	17376.017002022	2972483	2973679	2014/1/1  13:49:32.821	1.196	24.1	54.3	0.8	25.4	47.9	fm			Unidentified.calls
147	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	17414.759007082	17416.876007082	3012421	3014538	2014/1/1  13:50:12.759	2.117	38.0	70.7	1.7	41.0	67.4	fm			Unidentified.calls
148	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	17728.619002536	17730.827002536	3326281	3328489	2014/1/1  13:55:26.619	2.208	55.0	73.9	1.8	56.6	71.3	fm double			Unidentified.calls
149	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	17730.183005319	17732.576005319	3327845	3330238	2014/1/1  13:55:27.183	2.393	53.3	76.0	2.0	54.7	71.3	fm double			Unidentified.calls
150	Spectrogram 1	1	200_2014-01-01_13-00-00.wav	200_2014-01-01_13-00-00.wav	17997.678003818	17999.150003818	3595340	3596812	2014/1/1  13:59:55.678	1.472	28.1	70.8	1.2	31.2	66.4	fm			Unidentified.calls
151	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18315.049002413	18316.062002413	312132	313145	2014/1/3  4:05:12.049	1.013	58.4	100.3	0.9	60.5	95.7		fm		Unidentified.calls
152	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18331.382005755	18333.131005755	328465	330214	2014/1/3  4:05:28.382	1.749	51.3	78.8	1.5	52.7	75.2		fm		Unidentified.calls
153	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18360.830005352	18362.026005352	357913	359109	2014/1/3  4:05:57.830	1.196	46.2	85.9	1.1	47.9	81.1		fm		Unidentified.calls
154	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18481.713004876	18484.013004876	478796	481096	2014/1/3  4:07:58.713	2.3	63.2	98.6	1.2	65.4	93.8		fm		Unidentified.calls
155	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18485.302001704	18487.234001704	482385	484317	2014/1/3  4:08:02.302	1.932	54.7	66.9	1.5	55.7	65.4		fm		Unidentified.calls
156	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18488.338004146	18490.731004146	485421	487814	2014/1/3  4:08:05.338	2.393	53.9	70.9	2.2	55.7	68.4		fm		Unidentified.calls
157	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18491.467005481	18493.584005481	488550	490667	2014/1/3  4:08:08.467	2.117	53.3	70.9	1.5	54.7	68.4		fm		Unidentified.calls
158	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18494.975998719	18496.448998719	492059	493532	2014/1/3  4:08:12.976	1.473	57.5	77.7	1.2	57.6	75.2		fm		Unidentified.calls
159	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18497.725008149	18498.921008149	494808	496004	2014/1/3  4:08:14.725	1.196	60.4	75.4	1.1	60.5	74.2		fm		Unidentified.calls
160	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18498.013006989	18499.48500699	495096	496568	2014/1/3  4:08:15.013	1.472	51.9	73.4	1.4	52.7	71.3		fm		Unidentified.calls
161	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18592.750000675	18594.222000675	589833	591305	2014/1/3  4:09:49.750	1.472	72.0	101.5	0.9	74.2	98.6		fm		Unidentified.calls
162	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18594.222000335	18595.970000335	591305	593053	2014/1/3  4:09:51.222	1.748	59.2	86.2	1.1	60.5	84.0		fm		Unidentified.calls
163	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18879.112006073	18880.585006072	876195	877668	2014/1/3  4:14:36.112	1.473	12.2	25.2	0.8	13.7	23.4		fm		Unidentified.calls
164	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18896.31999964	18897.792999639	893403	894876	2014/1/3  4:14:53.320	1.473	16.7	38.8	1.1	18.6	35.2		fm		Unidentified.calls
165	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18911.504004989	18913.253004989	908587	910336	2014/1/3  4:15:08.504	1.749	45.6	70.6	1.5	46.9	67.4		fm		Unidentified.calls
166	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18928.252003063	18930.737003063	925335	927820	2014/1/3  4:15:25.252	2.485	52.2	68.3	2.0	53.7	67.4		fm		Unidentified.calls
167	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18943.528001477	18945.553001477	940611	942636	2014/1/3  4:15:40.528	2.025	57.0	74.8	1.8	58.6	72.3		fm		Unidentified.calls
168	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18969.168005232	18971.744005232	966251	968827	2014/1/3  4:16:06.168	2.576	40.0	64.1	2.0	43.0	61.5		fm		Unidentified.calls
169	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	18980.209999253	18981.866999253	977293	978950	2014/1/3  4:16:17.210	1.657	60.1	79.4	1.4	61.5	76.2		fm		Unidentified.calls
170	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19010.038000811	19010.958000812	1007121	1008041	2014/1/3  4:16:47.038	0.92	26.6	48.5	0.8	27.3	45.9		fm		Unidentified.calls
171	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19037.0810044	19038.7370044	1034164	1035820	2014/1/3  4:17:14.081	1.656	53.9	80.5	1.4	56.6	77.1		fm		Unidentified.calls
172	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19038.737000246	19040.946000246	1035820	1038029	2014/1/3  4:17:15.737	2.209	62.4	78.5	2.2	62.5	77.1		fm		Unidentified.calls
173	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19072.602004652	19074.350004652	1069685	1071433	2014/1/3  4:17:49.602	1.748	61.2	75.7	1.5	61.5	73.2		fm		Unidentified.calls
174	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19072.982006614	19074.638006614	1070065	1071721	2014/1/3  4:17:50.982	1.656	59.0	76.5	1.4	61.5	74.2		fm		Unidentified.calls
175	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19075.08599842	19077.20299842	1072169	1074286	2014/1/3  4:17:52.086	2.117	56.7	77.7	2.0	57.6	74.2		fm		Unidentified.calls
176	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19090.87900268	19092.90400268	1087962	1089987	2014/1/3  4:18:07.879	2.025	59.8	77.1	1.5	61.5	73.2		fm		Unidentified.calls
177	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19139.651007299	19141.216007299	1136734	1138299	2014/1/3  4:18:56.651	1.565	62.1	84.5	1.4	63.5	80.1		fm		Unidentified.calls
178	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19171.963998396	19172.883998397	1169047	1169967	2014/1/3  4:19:29.964	0.92	27.8	38.3	0.8	29.3	38.1		fm		Unidentified.calls
179	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19174.80400512	19176.276005121	1171887	1173359	2014/1/3  4:19:31.804	1.472	30.3	39.4	0.9	31.2	38.1		fm		Unidentified.calls
180	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19176.64500298	19177.93300298	1173728	1175016	2014/1/3  4:19:33.645	1.288	31.5	44.8	1.1	33.2	41.0		fm		Unidentified.calls
181	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19283.632000629	19286.117000629	1280715	1283200	2014/1/3  4:21:20.632	2.485	37.4	69.4	1.7	40.0	62.5		fm		Unidentified.calls
182	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19285.381005426	19287.037005426	1282464	1284120	2014/1/3  4:21:22.381	1.656	40.2	62.4	1.4	41.0	60.5		fm		Unidentified.calls
183	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19294.548004587	19295.560004587	1291631	1292643	2014/1/3  4:21:31.548	1.012	32.0	55.8	0.6	35.2	52.7		fm		Unidentified.calls
184	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19307.615002711	19308.628002711	1304698	1305711	2014/1/3  4:21:44.615	1.013	76.0	102.0	0.6	81.1	98.6		fm		Unidentified.calls
185	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19380.866003503	19382.614003503	1377949	1379697	2014/1/3  4:22:57.866	1.748	37.4	72.3	1.4	40.0	68.4		fm		Unidentified.calls
186	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19382.706005592	19384.270005593	1379789	1381353	2014/1/3  4:22:59.706	1.564	36.8	60.1	1.2	38.1	59.6		fm		Unidentified.calls
187	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19386.755007972	19388.319007972	1383838	1385402	2014/1/3  4:23:03.755	1.564	39.1	52.7	1.1	40.0	50.8		fm		Unidentified.calls
188	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19481.50400119	19482.88400119	1478587	1479967	2014/1/3  4:24:38.504	1.38	54.4	91.3	0.9	55.7	85.0		fm		Unidentified.calls
189	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19629.591007252	19630.971007252	1626674	1628054	2014/1/3  4:27:06.591	1.38	48.2	69.2	0.9	50.8	66.4		fm		Unidentified.calls
190	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19707.07400078	19709.92700078	1704157	1707010	2014/1/3  4:28:24.074	2.853	64.6	78.8	1.8	66.4	77.1		fm		Unidentified.calls
191	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19807.400000562	19808.689000562	1804483	1805772	2014/1/3  4:30:04.400	1.289	60.9	78.2	1.1	62.5	75.2		fm		Unidentified.calls
192	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19820.376001392	19822.032001392	1817459	1819115	2014/1/3  4:30:17.376	1.656	46.2	72.3	1.2	48.8	68.4		fm		Unidentified.calls
193	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19901.355998684	19904.300998684	1898439	1901384	2014/1/3  4:31:38.356	2.945	62.9	91.3	2.3	64.5	86.9		fm		Unidentified.calls
194	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19934.173000325	19935.737000325	1931256	1932820	2014/1/3  4:32:11.173	1.564	62.1	83.6	1.2	63.5	81.1		fm		Unidentified.calls
195	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19937.302001659	19938.682001659	1934385	1935765	2014/1/3  4:32:14.302	1.38	67.7	87.0	1.1	68.4	86.9		fm		Unidentified.calls
196	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19945.12400711	19947.88400711	1942207	1944967	2014/1/3  4:32:22.124	2.76	65.5	85.9	2.2	66.4	84.0		fm		Unidentified.calls
197	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	19999.141004403	20002.638004403	1996224	1999721	2014/1/3  4:33:16.141	3.497	76.5	90.7	2.9	77.1	88.9		fm		Unidentified.calls
198	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	20256.517007296	20257.897007296	2253600	2254980	2014/1/3  4:37:33.517	1.38	51.0	64.6	1.1	51.8	63.5		fm		Unidentified.calls
199	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	20259.55299968	20261.48599968	2256636	2258569	2014/1/3  4:37:36.553	1.933	42.0	61.5	1.4	43.0	58.6		fm		Unidentified.calls
200	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	20270.871998836	20272.896998836	2267955	2269980	2014/1/3  4:37:47.872	2.025	30.6	57.8	1.7	31.2	53.7		fm		Unidentified.calls
201	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	20273.001005594	20275.210005594	2270084	2272293	2014/1/3  4:37:50.001	2.209	64.9	78.5	1.8	65.4	77.1		fm		Unidentified.calls
202	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	20280.718998332	20282.098998332	2277802	2279182	2014/1/3  4:37:57.719	1.38	19.3	33.4	0.6	20.5	31.2		fm		Unidentified.calls
203	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	20455.965000112	20457.161000112	2453048	2454244	2014/1/3  4:40:53.965	1.196	43.4	68.6	1.1	43.9	67.4		fm		Unidentified.calls
204	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	20945.55900516	20946.84700516	2942642	2943930	2014/1/3  4:49:02.559	1.288	21.5	36.0	0.9	22.5	34.2		fm		Unidentified.calls
205	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	20946.387003083	20947.675003083	2943470	2944758	2014/1/3  4:49:03.387	1.288	51.3	78.2	1.1	52.7	74.2		fm		Unidentified.calls
206	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	20948.87200268	20950.52800268	2945955	2947611	2014/1/3  4:49:05.872	1.656	41.1	66.6	1.1	43.0	63.5		fm		Unidentified.calls
207	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	21220.235004742	21224.191004742	3217318	3221274	2014/1/3  4:53:37.235	3.956	11.1	16.7	2.3	12.7	15.6		Tonal		Unidentified.calls
208	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	21258.56200466	21260.40300466	3255645	3257486	2014/1/3  4:54:15.562	1.841	41.1	75.4	1.2	43.0	67.4		fm		Unidentified.calls
209	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	21269.881003816	21271.629003816	3266964	3268712	2014/1/3  4:54:26.881	1.748	52.7	81.9	1.4	54.7	74.2		fm		Unidentified.calls
210	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	21313.18900669	21314.75300669	3310272	3311836	2014/1/3  4:55:10.189	1.564	39.4	60.4	1.2	40.0	58.6		fm		Unidentified.calls
211	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	21357.544006501	21358.648006501	3354627	3355731	2014/1/3  4:55:54.544	1.104	60.4	90.4	0.9	61.5	85.9		fm		Unidentified.calls
212	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	21460.667003785	21462.047003785	3457750	3459130	2014/1/3  4:57:37.667	1.38	32.9	64.3	1.1	35.2	60.5		fm		Unidentified.calls
213	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	21489.65400206	21490.94200206	3486737	3488025	2014/1/3  4:58:06.654	1.288	54.7	76.0	0.8	56.6	72.3		fm		Unidentified.calls
214	Spectrogram 1	1	200_2014-01-03_04-00-00.wav	200_2014-01-03_04-00-00.wav	21492.323007901	21494.531007901	3489406	3491614	2014/1/3  4:58:09.323	2.208	44.8	62.4	1.7	44.9	59.6		fm		Unidentified.calls
215	Spectrogram 1	1	200_2014-01-05_05-00-00.wav	200_2014-01-05_05-00-00.wav	22026.201995291	22027.029995292	422706	423534	2014/1/5  5:07:02.202	0.828	53.3	73.5	0.8	54.7	71.3	fm			Unidentified.calls
216	Spectrogram 1	1	200_2014-01-05_05-00-00.wav	200_2014-01-05_05-00-00.wav	22088.7689965	22090.1489965	485273	486653	2014/1/5  5:08:05.769	1.38	59.7	75.7	0.9	61.5	73.2	fm			Unidentified.calls
217	Spectrogram 1	1	200_2014-01-05_05-00-00.wav	200_2014-01-05_05-00-00.wav	22200.327001341	22201.708001341	596831	598212	2014/1/5  5:09:56.327	1.381	72.5	91.4	1.1	75.2	89.8	fm			Unidentified.calls
218	Spectrogram 1	1	200_2014-01-05_05-00-00.wav	200_2014-01-05_05-00-00.wav	22225.737998091	22226.841998091	622242	623346	2014/1/5  5:10:22.738	1.104	41.5	59.7	0.8	43.0	57.6	fm			Unidentified.calls
219	Spectrogram 1	1	200_2014-01-05_05-00-00.wav	200_2014-01-05_05-00-00.wav	22265.315001287	22266.511001287	661819	663015	2014/1/5  5:11:01.315	1.196	16.0	38.6	1.1	16.6	35.2	fm			Unidentified.calls
220	Spectrogram 1	1	200_2014-01-05_05-00-00.wav	200_2014-01-05_05-00-00.wav	22359.289999508	22361.314999508	755794	757819	2014/1/5  5:12:35.290	2.025	39.7	67.0	1.8	41.0	63.5	fm			Unidentified.calls
221	Spectrogram 1	1	200_2014-01-05_05-00-00.wav	200_2014-01-05_05-00-00.wav	22653.053996541	22654.986996541	1049558	1051491	2014/1/5  5:17:29.054	1.933	47.6	65.7	1.4	49.8	64.5	fm double			Unidentified.calls
