Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Tags
471	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	450162.88932651	450291.032454452	157032	285175	2015/9/19  4:02:37.889	128.143	111.0	124.6	MinkeDS
472	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	450395.716207779	450552.354492323	389859	546497	2015/9/19  4:06:29.716	156.638	108.6	123.8	MinkeDS
473	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	452974.070166837	453039.081784033	2968213	3033225	2015/9/19  4:49:28.070	65.012	103.4	123.4	MinkeDS
474	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	451198.46380348	451259.752954964	1192607	1253896	2015/9/19  4:19:52.464	61.289	105.4	123.0	MinkeDS
475	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	452568.146591607	452622.18912999	2562290	2616332	2015/9/19  4:42:42.147	54.043	107.8	123.8	MinkeDS
476	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	450931.466699079	451121.169791198	925610	1115313	2015/9/19  4:15:25.467	189.703	104.2	123.0	MinkeDS
477	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	452135.900943705	452349.529541453	2130044	2343673	2015/9/19  4:35:30.901	213.629	106.6	124.6	MinkeDS
478	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	451968.465733879	452032.948308086	1962609	2027091	2015/9/19  4:32:42.466	64.483	101.4	123.0	MinkeDS
479	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	452691.745233367	452741.611757421	2685888	2735755	2015/9/19  4:44:45.745	49.867	106.6	123.0	MinkeDS
480	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	453182.627235415	453298.856440123	3176770	3292999	2015/9/19  4:52:56.627	116.229	107.0	124.6	MinkeDS
481	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	451775.310988741	451825.791632549	1769454	1819935	2015/9/19  4:29:29.311	50.481	104.2	123.8	MinkeDS
482	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	451846.218155578	451903.945412487	1840361	1898088	2015/9/19  4:30:40.218	57.727	104.2	123.8	MinkeDS
483	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	450594.643678608	450697.116600819	588787	691260	2015/9/19  4:09:48.644	102.473	103.0	124.2	MinkeDS
484	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	451404.63788741	451465.31291914	1398781	1459456	2015/9/19  4:23:18.638	60.675	108.2	123.8	MinkeDS
485	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	452789.919317298	452951.470559877	2784062	2945614	2015/9/19  4:46:24.919	161.551	103.8	123.0	MinkeDS
486	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	451513.497655067	451599.351596725	1507641	1593495	2015/9/19  4:25:07.498	85.854	95.8	123.8	MinkeDS
487	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	453623.323571136	453707.580801433	16909	101166	2015/9/20  23:00:16.324	84.257	106.3	122.3	MinkeDS
488	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	454658.958960082	454691.630131013	1052544	1085215	2015/9/20  23:17:32.959	32.671	106.7	123.4	MinkeDS
489	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	455379.094366428	455478.581766633	1772679	1872167	2015/9/20  23:29:32.094	99.487	103.2	123.1	MinkeDS
490	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	454959.008289662	455156.055654043	1352593	1549641	2015/9/20  23:22:32.008	197.047	104.8	124.6	MinkeDS
491	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	456411.045036847	456442.733616172	2804630	2836319	2015/9/20  23:46:44.045	31.689	104.8	122.7	MinkeDS
492	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	455879.81486694	455964.931864893	2273400	2358517	2015/9/20  23:37:53.815	85.117	94.2	123.8	MinkeDS
493	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	456575.11467042	456639.351596725	2968700	3032937	2015/9/20  23:49:28.115	64.237	103.6	123.8	MinkeDS
494	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	454130.516993859	454194.139800409	524102	587725	2015/9/20  23:08:44.517	63.623	104.4	123.8	MinkeDS
495	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	454434.975403275	454508.915421699	828560	902500	2015/9/20  23:13:48.975	73.94	109.8	123.8	MinkeDS
496	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	455690.971542477	455741.575010235	2084557	2135160	2015/9/20  23:34:44.972	50.603	100.9	123.4	MinkeDS
497	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	453839.569219038	453878.258763562	233154	271844	2015/9/20  23:03:53.569	38.69	103.6	123.8	MinkeDS
498	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	456675.990881269	456709.767467758	3069576	3103352	2015/9/20  23:51:09.991	33.777	104.4	123.8	MinkeDS
499	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	455501.710416581	455602.917352098	1895295	1996502	2015/9/20  23:31:35.710	101.207	110.6	124.2	MinkeDS
500	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	456497.919317298	456548.768432958	2891504	2942353	2015/9/20  23:48:11.919	50.849	103.6	123.8	MinkeDS
501	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	453925.079853634	453979.61368782	318665	373199	2015/9/20  23:05:18.080	54.534	102.8	124.6	MinkeDS
502	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	454231.147556807	454277.820658137	624733	671406	2015/9/20  23:10:24.148	46.673	107.9	124.2	MinkeDS
503	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	457005.517959058	457066.807110542	3399103	3460392	2015/9/20  23:56:39.518	61.289	103.2	123.8	MinkeDS
504	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	456071.446395087	456142.43863869	2465031	2536024	2015/9/20  23:41:05.446	70.992	99.7	123.4	MinkeDS
505	Spectrogram 1	1	20150920_230000.wav	20150920_230000.wav	456877.866126919	456918.643678608	3271451	3312229	2015/9/20  23:54:31.866	40.778	103.2	124.2	MinkeDS
506	Spectrogram 1	1	20150922_170000.wav	20150922_170000.wav	457555.098227226	457628.792597748	348146	421841	2015/9/22  17:05:48.098	73.694	105.5	123.1	MinkeDS
507	Spectrogram 1	1	20150922_170000.wav	20150922_170000.wav	458549.575178096	458574.385616172	1342623	1367434	2015/9/22  17:22:22.575	24.81	108.0	136.5	MinkeDS
508	Spectrogram 1	1	20150922_170000.wav	20150922_170000.wav	460389.701099284	460584.291984647	3182749	3377340	2015/9/22  17:53:02.701	194.591	101.3	123.3	MinkeDS
509	Spectrogram 1	1	20150922_170000.wav	20150922_170000.wav	460603.490268168	460645.987355169	3396538	3439035	2015/9/22  17:56:36.490	42.497	105.8	123.3	MinkeDS
510	Spectrogram 1	1	20150922_170000.wav	20150922_170000.wav	458606.099360287	458664.563560901	1399147	1457612	2015/9/22  17:23:19.099	58.464	102.7	123.8	MinkeDS
511	Spectrogram 1	1	20150922_170000.wav	20150922_170000.wav	458187.990881269	458265.247146366	981039	1058295	2015/9/22  17:16:21.991	77.256	107.1	125.8	MinkeDS
512	Spectrogram 1	1	20150922_170000.wav	20150922_170000.wav	457309.620479017	457420.776154555	102668	213824	2015/9/22  17:01:42.620	111.156	100.1	124.6	MinkeDS
513	Spectrogram 1	1	20150922_170000.wav	20150922_170000.wav	460302.581170931	460335.989285568	3095629	3129037	2015/9/22  17:51:35.581	33.408	103.8	124.2	MinkeDS
514	Spectrogram 1	1	20150922_170000.wav	20150922_170000.wav	460682.736881269	460807.195290686	3475785	3600243	2015/9/22  17:57:55.737	124.458	99.6	123.8	MinkeDS
515	Spectrogram 1	1	20150922_170000.wav	20150922_170000.wav	460062.38485261	460255.501850563	2855433	3048550	2015/9/22  17:47:35.385	193.117	95.8	123.8	MinkeDS
516	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	461026.769767656	461066.81037564	219260	259300	2015/9/24  11:03:39.770	40.041	106.3	122.5	MinkeDS
517	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	463583.33506346	463615.023642784	2775825	2807514	2015/9/24  11:46:15.335	31.689	103.8	122.1	MinkeDS
518	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	460813.349070624	460844.177882293	5839	36668	2015/9/24  11:00:05.349	30.829	96.3	124.2	MinkeDS
519	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	462143.764447288	462278.785716479	1336254	1471276	2015/9/24  11:22:16.764	135.021	97.8	122.1	MinkeDS
520	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	462567.142605937	462578.319585466	1759633	1770810	2015/9/24  11:29:19.143	11.177	85.9	107.3	MinkeDS
521	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	461276.177882293	461357.61016172	468668	550100	2015/9/24  11:07:48.178	81.432	95.0	124.6	MinkeDS
522	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	463928.215135107	463985.819568066	3120705	3178310	2015/9/24  11:52:00.215	57.604	98.4	123.3	MinkeDS
523	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	462744.78378608	462789.983	1937274	1982473	2015/9/24  11:32:17.784	45.199	99.2	122.6	MinkeDS
524	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	461935.748004094	462018.691918117	1128238	1211182	2015/9/24  11:18:48.748	82.944	111.6	124.5	MinkeDS
525	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	461110.412878199	461174.073431935	302903	366563	2015/9/24  11:05:02.413	63.661	100.0	122.9	MinkeDS
526	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	463292.53427738	463351.244125896	2485024	2543734	2015/9/24  11:41:25.534	58.71	115.4	122.9	MinkeDS
527	Spectrogram 1	1	20150924_110000.wav	20150924_110000.wav	462489.480121801	462538.118406346	1681970	1730608	2015/9/24  11:28:01.480	48.638	108.3	121.7	MinkeDS
528	Spectrogram 1	1	20150926_060000.wav	20150926_060000.wav	467351.555546571	467383.121301945	2943530	2975095	2015/9/26  6:49:03.556	31.566	87.2	123.8	MinkeDS
529	Spectrogram 1	1	20150926_060000.wav	20150926_060000.wav	465369.725769703	465392.079728762	961700	984054	2015/9/26  6:16:01.726	22.354	108.4	122.9	MinkeDS
530	Spectrogram 1	1	20150926_060000.wav	20150926_060000.wav	464706.642588536	464742.630006141	298617	334604	2015/9/26  6:04:58.643	35.987	110.5	124.2	MinkeDS
531	Spectrogram 1	1	20150926_060000.wav	20150926_060000.wav	464811.056529171	464862.396940635	403031	454371	2015/9/26  6:06:43.057	51.34	109.6	123.8	MinkeDS
532	Spectrogram 1	1	20150926_060000.wav	20150926_060000.wav	464440.530416581	464494.204483112	32504	86178	2015/9/26  6:00:32.530	53.674	107.1	123.8	MinkeDS
533	Spectrogram 1	1	20150926_060000.wav	20150926_060000.wav	465133.45981781	465208.750899693	725434	800725	2015/9/26  6:12:05.460	75.291	103.4	123.3	MinkeDS
534	Spectrogram 1	1	20150928_000000.wav	20150928_000000.wav	470549.67222825	470761.127742068	2541088	2752544	2015/9/28  0:42:21.672	211.456	105.3	123.4	MinkeDS
535	Spectrogram 1	1	20150928_000000.wav	20150928_000000.wav	468016.911119754	468048.354051177	8327	39770	2015/9/28  0:00:08.911	31.443	100.4	126.7	MinkeDS
536	Spectrogram 1	1	20150928_000000.wav	20150928_000000.wav	468898.106472876	469093.679949847	889522	1085096	2015/9/28  0:14:49.106	195.573	102.5	124.6	MinkeDS
537	Spectrogram 1	1	20150928_000000.wav	20150928_000000.wav	468248.386937564	468408.832764586	239803	400249	2015/9/28  0:03:59.387	160.446	97.9	123.7	MinkeDS
538	Spectrogram 1	1	20150928_000000.wav	20150928_000000.wav	469343.494283521	469540.456571136	1334910	1531873	2015/9/28  0:22:14.494	196.962	104.2	123.3	MinkeDS
539	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	473602.649546571	473656.484184237	1993572	2047406	2015/9/29  18:33:13.650	53.835	109.5	123.8	MinkeDS
540	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	474106.306239509	474180.123433982	2497228	2571045	2015/9/29  18:41:37.306	73.817	98.1	123.8	MinkeDS
541	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	475009.19162129	475033.633587513	3400114	3424556	2015/9/29  18:56:40.192	24.442	90.1	123.0	MinkeDS
542	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	473750.72790174	473819.386490276	2141650	2210308	2015/9/29  18:35:41.728	68.659	88.4	123.8	MinkeDS
543	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	471715.554783009	471754.244327533	106477	145166	2015/9/29  18:01:46.555	38.69	87.9	124.6	MinkeDS
544	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	474830.825079836	474857.969172979	3221747	3248891	2015/9/29  18:53:41.825	27.144	97.2	123.4	MinkeDS
545	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	472508.623451382	472532.819769703	899545	923742	2015/9/29  18:14:59.623	24.196	85.5	122.1	MinkeDS
546	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	474288.860377687	474368.585223132	2679782	2759507	2015/9/29  18:44:39.860	79.725	95.3	124.2	MinkeDS
547	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	471736.926150461	471799.443541453	127848	190366	2015/9/29  18:02:07.926	62.517	99.8	159.6	MinkeDS
548	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	474637.301862845	474734.861827022	3028224	3125784	2015/9/29  18:50:28.302	97.56	93.7	124.2	MinkeDS
549	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	473332.361360287	473389.965793245	1723283	1780888	2015/9/29  18:28:43.361	57.604	85.1	124.6	MinkeDS
550	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	474482.383113613	474568.973998977	2873305	2959896	2015/9/29  18:47:53.383	86.591	85.8	123.0	MinkeDS
551	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	471609.397142272	471624.62731218	319	15549	2015/9/29  18:00:00.397	15.23	97.3	125.0	MinkeDS
552	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	473391.562504606	473466.154389969	1782485	1857076	2015/9/29  18:29:42.563	74.592	103.8	123.8	MinkeDS
553	Spectrogram 1	1	20150929_180000.wav	20151001_130000.wav	475209.592979529	475313.133570113	3600515	103498	2015/9/29  19:00:00.593	103.541	100.3	123.0	MinkeDS
554	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	472720.815908905	472762.330404299	1111738	1153252	2015/9/29  18:18:31.816	41.514	93.6	123.8	MinkeDS
555	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	473141.430028659	473177.908742068	1532352	1568831	2015/9/29  18:25:32.430	36.479	87.5	123.0	MinkeDS
556	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	472754.960967247	472866.154389969	1145883	1257076	2015/9/29  18:19:05.961	111.193	98.9	123.0	MinkeDS
557	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	473548.361360287	473604.491905834	1939283	1995414	2015/9/29  18:32:19.361	56.131	85.5	123.8	MinkeDS
558	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	475029.580397134	475083.868583419	3420502	3474791	2015/9/29  18:57:00.580	54.288	107.8	123.0	MinkeDS
559	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	472984.225953941	473060.783022518	1375148	1451705	2015/9/29  18:22:55.226	76.557	91.2	123.4	MinkeDS
560	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	473920.643755374	474002.690154555	2311566	2393612	2015/9/29  18:38:31.644	82.046	93.6	124.2	MinkeDS
561	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	473178.891333675	473237.47835824	1569813	1628400	2015/9/29  18:26:09.891	58.587	103.0	124.2	MinkeDS
562	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	473812.508349028	473855.496731832	2203430	2246419	2015/9/29  18:36:43.508	42.988	116.9	123.4	MinkeDS
563	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	475182.86568782	475209.150013306	3573788	3600072	2015/9/29  18:59:33.866	26.284	94.0	118.7	MinkeDS
564	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	472529.871994882	472631.116677584	920794	1022039	2015/9/29  18:15:20.872	101.245	90.8	123.0	MinkeDS
565	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	474860.057180143	474918.436303992	3250979	3309358	2015/9/29  18:54:10.057	58.379	103.4	123.0	MinkeDS
566	Spectrogram 1	1	20150929_180000.wav	20150929_180000.wav	472968.504488229	472986.92808086	1359426	1377850	2015/9/29  18:22:39.504	18.424	88.4	122.6	MinkeDS
567	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	478764.135535312	478809.948868987	3554500	3600313	2015/10/1  13:59:14.136	45.813	96.2	124.2	MinkeDS
568	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	475747.873444217	475894.685812692	538237	685050	2015/10/1  13:08:58.873	146.812	96.4	124.6	MinkeDS
569	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	477090.227403275	477254.112300921	1880591	2044476	2015/10/1  13:31:20.227	163.885	99.3	123.1	MinkeDS
570	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	478252.654856704	478318.403417605	3043019	3108767	2015/10/1  13:50:43.655	65.749	102.4	123.5	MinkeDS
571	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	475340.069762538	475456.421791198	130434	246786	2015/10/1  13:02:10.070	116.352	103.1	124.6	MinkeDS
572	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	477531.697429887	477613.129709314	2322061	2403494	2015/10/1  13:38:42.697	81.432	99.7	124.6	MinkeDS
573	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	476783.030119754	476860.654856704	1573394	1651019	2015/10/1  13:26:13.030	77.625	102.0	133.4	MinkeDS
574	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	477636.995302968	477688.827010235	2427359	2479191	2015/10/1  13:40:27.995	51.832	103.5	123.8	MinkeDS
575	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	476136.663578301	476270.333784033	927028	1060698	2015/10/1  13:15:27.664	133.67	105.1	124.2	MinkeDS
576	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	476920.102648925	477038.297036848	1710467	1828661	2015/10/1  13:28:30.103	118.194	97.8	123.1	MinkeDS
577	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	477706.022363357	477838.46432958	2496386	2628828	2015/10/1  13:41:36.022	132.442	102.4	123.1	MinkeDS
578	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	475524.995302968	475670.333784033	315359	460698	2015/10/1  13:05:15.995	145.338	99.9	123.4	MinkeDS
579	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	476536.925669396	476676.982720573	1327290	1467347	2015/10/1  13:22:07.926	140.057	99.3	124.6	MinkeDS
580	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	477277.977894575	477449.232229273	2068342	2239596	2015/10/1  13:34:28.978	171.254	102.8	122.3	MinkeDS
581	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	478350.313480041	478492.949834186	3140677	3283314	2015/10/1  13:52:20.313	142.636	103.1	123.5	MinkeDS
582	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	477872.155839304	477984.700325486	2662520	2775064	2015/10/1  13:44:22.156	112.544	98.2	123.1	MinkeDS
583	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	475960.680021494	476080.471120778	751044	870835	2015/10/1  13:12:31.680	119.791	101.5	123.0	MinkeDS
584	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	478071.328958035	478149.69063869	2861693	2940055	2015/10/1  13:47:41.329	78.362	98.9	123.8	MinkeDS
585	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	476365.486598772	476485.523345957	1155851	1275887	2015/10/1  13:19:15.487	120.037	101.6	123.8	MinkeDS
586	Spectrogram 1	1	20151001_130000.wav	20151001_130000.wav	478580.683882293	478721.477877175	3371048	3511842	2015/10/1  13:56:11.684	140.794	101.2	122.7	MinkeDS
587	Spectrogram 1	1	20151003_070000.wav	20151003_070000.wav	480458.273219038	480643.897955988	1648079	1833704	2015/10/3  7:27:28.273	185.625	78.1	123.3	MinkeDS
588	Spectrogram 1	1	20151003_070000.wav	20151003_070000.wav	479413.364121801	479520.627178096	603170	710433	2015/10/3  7:10:03.364	107.263	90.9	119.6	MinkeDS
589	Spectrogram 1	1	20151003_070000.wav	20151003_070000.wav	480322.084622313	480432.663925281	1511891	1622470	2015/10/3  7:25:11.085	110.579	104.7	125.0	MinkeDS
590	Spectrogram 1	1	20151003_070000.wav	20151003_070000.wav	479319.710359263	479392.176490276	509516	581982	2015/10/3  7:08:29.710	72.466	97.2	122.1	MinkeDS
591	Spectrogram 1	1	20151003_070000.wav	20151003_070000.wav	479739.21906346	479937.863139202	929025	1127669	2015/10/3  7:15:29.219	198.644	100.5	117.1	MinkeDS
592	Spectrogram 1	1	20151003_070000.wav	20151003_070000.wav	481661.012093142	481713.212272262	2850818	2903018	2015/10/3  7:47:30.012	52.2	102.2	132.1	MinkeDS
593	Spectrogram 1	1	20151003_070000.wav	20151003_070000.wav	478909.327374616	479143.873791198	99133	333680	2015/10/3  7:01:39.327	234.546	99.1	113.5	MinkeDS
594	Spectrogram 1	1	20151003_070000.wav	20151003_070000.wav	480068.8689652	480276.479189355	1258675	1466285	2015/10/3  7:20:58.869	207.61	100.5	122.9	MinkeDS
595	Spectrogram 1	1	20151005_020000.wav	20151005_020000.wav	484400.037192426	484475.573922211	1989285	2064822	2015/10/5  2:33:09.037	75.537	103.2	124.5	MinkeDS
596	Spectrogram 1	1	20151005_020000.wav	20151005_020000.wav	483205.417387922	483249.142714432	794665	838391	2015/10/5  2:13:14.417	43.725	109.1	123.1	MinkeDS
597	Spectrogram 1	1	20151005_020000.wav	20151005_020000.wav	484219.410588536	484270.751	1808659	1859999	2015/10/5  2:30:08.411	51.34	108.0	123.1	MinkeDS
598	Spectrogram 1	1	20151005_020000.wav	20151005_020000.wav	482536.721044012	482580.814842375	125969	170063	2015/10/5  2:02:05.721	44.094	106.7	123.1	MinkeDS
599	Spectrogram 1	1	20151005_020000.wav	20151005_020000.wav	482921.679479017	482991.689131013	510927	580937	2015/10/5  2:08:30.679	70.01	100.8	123.1	MinkeDS
600	Spectrogram 1	1	20151005_020000.wav	20151005_020000.wav	485463.333135107	485552.134851587	3052581	3141383	2015/10/5  2:50:52.333	88.802	101.1	123.7	MinkeDS
601	Spectrogram 1	1	20151005_020000.wav	20151005_020000.wav	485709.793474923	485764.081661208	3299041	3353330	2015/10/5  2:54:59.793	54.288	102.2	124.8	MinkeDS
602	Spectrogram 1	1	20151005_020000.wav	20151005_020000.wav	485186.129060389	485221.993654043	2775377	2811242	2015/10/5  2:46:15.129	35.865	105.7	125.3	MinkeDS
603	Spectrogram 1	1	20151005_020000.wav	20151005_020000.wav	484928.737388946	484978.603912999	2517985	2567852	2015/10/5  2:41:57.737	49.867	108.2	124.1	MinkeDS
604	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	486852.717084954	487120.548792221	841428	1109260	2015/10/6  20:14:01.717	267.832	100.9	123.7	MinkeDS
605	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	489358.334324463	489465.31398567	3347045	3454025	2015/10/6  20:55:47.334	106.98	100.0	126.0	MinkeDS
606	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	488117.089417605	488294.730597748	2105800	2283442	2015/10/6  20:35:05.089	177.641	104.7	123.7	MinkeDS
607	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	487511.157120778	487719.872760491	1499868	1708584	2015/10/6  20:24:59.157	208.716	96.7	124.6	MinkeDS
608	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	488486.84206346	488640.655397134	2475553	2629366	2015/10/6  20:41:15.842	153.813	101.0	123.5	MinkeDS
609	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	488784.7414739	488974.050929376	2773452	2962762	2015/10/6  20:46:13.741	189.309	100.0	122.5	MinkeDS
610	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	489299.095432958	489354.611858751	3287806	3343323	2015/10/6  20:54:47.095	55.516	95.1	123.0	MinkeDS
611	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	486149.335065507	486553.661929376	138046	542373	2015/10/6  20:02:18.335	404.327	98.0	126.5	MinkeDS
612	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	487996.929846469	488086.959802457	1985641	2075671	2015/10/6  20:33:05.930	90.03	100.9	123.7	MinkeDS
613	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	486655.558479017	486830.620356192	644269	819331	2015/10/6  20:10:44.558	175.062	102.8	125.5	MinkeDS
614	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	486012.22578915	486105.080696008	937	93792	2015/10/6  20:00:00.226	92.855	107.2	127.3	MinkeDS
615	Spectrogram 1	1	20151006_200000.wav	20151008_140000.wav	489488.4919652	489611.869123849	3477203	22	2015/10/6  20:57:57.492	123.377	95.6	122.5	MinkeDS
616	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	487286.313796315	487451.304109519	1275025	1440015	2015/10/6  20:21:15.314	164.99	99.7	124.6	MinkeDS
617	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	489138.281134084	489287.918453429	3126992	3276629	2015/10/6  20:52:06.281	149.637	99.5	122.5	MinkeDS
618	Spectrogram 1	1	20151006_200000.wav	20151006_200000.wav	487738.530418628	487872.569096213	1727241	1861280	2015/10/6  20:28:47.530	134.039	99.2	123.7	MinkeDS
619	Spectrogram 1	1	20151008_140000.wav	20151008_140000.wav	490227.199993859	490293.156455476	615353	681309	2015/10/8  14:10:15.200	65.956	107.3	123.6	MinkeDS
620	Spectrogram 1	1	20151008_140000.wav	20151008_140000.wav	491005.92242477	491040.927250768	1394075	1429080	2015/10/8  14:23:14.922	35.005	108.7	122.7	MinkeDS
621	Spectrogram 1	1	20151008_140000.wav	20151008_140000.wav	490057.159275333	490096.585763562	445312	484739	2015/10/8  14:07:25.159	39.426	99.5	123.5	MinkeDS
622	Spectrogram 1	1	20151010_090000.wav	20151010_090000.wav	496577.583324463	496655.945005118	3365199	3443561	2015/10/10  9:56:05.583	78.362	100.9	125.0	MinkeDS
623	Spectrogram 1	1	20151010_090000.wav	20151010_090000.wav	496378.410205732	496438.348293756	3166026	3225964	2015/10/10  9:52:46.410	59.938	106.2	126.0	MinkeDS
624	Spectrogram 1	1	20151010_090000.wav	20151010_090000.wav	496193.706148413	496287.297998976	2981322	3074914	2015/10/10  9:49:41.706	93.592	103.8	123.6	MinkeDS
625	Spectrogram 1	1	20151010_090000.wav	20151010_090000.wav	496727.220643808	496762.962413511	3514837	3550578	2015/10/10  9:58:34.221	35.742	106.7	125.5	MinkeDS
626	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	503952.543542477	504006.954552712	957	55368	2015/10/15  16:00:00.544	54.411	84.9	124.5	MinkeDS
627	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	507139.916655067	507175.904072671	3188330	3224317	2015/10/15  16:53:08.917	35.987	95.5	124.1	MinkeDS
