Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Possible	From	Tags
3932	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506308.870000612	506311.354000612	2965956	2968440	2014/11/4  17:49:25.870	2.484	84.1	92.9	1.8	85.9	91.8	n		Unidentified.calls
3933	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506339.737998542	506342.405998542	2996824	2999492	2014/11/4  17:49:56.738	2.668	85.3	93.2	2.2	85.9	92.8	n		Unidentified.calls
3934	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506374.153995734	506377.098995734	3031240	3034185	2014/11/4  17:50:31.154	2.945	85.3	92.6	2.2	85.9	91.8	n		Unidentified.calls
3935	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506404.78599615	506407.26999615	3061872	3064356	2014/11/4  17:51:01.786	2.484	92.3	99.6	2.2	92.8	98.6	n		Unidentified.calls
3936	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506446.299993467	506448.508993467	3103386	3105595	2014/11/4  17:51:43.300	2.209	83.2	92.6	1.5	85.9	91.8	n		Unidentified.calls
3937	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506493.124000203	506494.964000203	3150210	3152050	2014/11/4  17:52:30.124	1.84	86.7	94.6	1.4	87.9	92.8	n		Unidentified.calls
3938	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506527.449000102	506529.473000102	3184535	3186559	2014/11/4  17:53:04.449	2.024	88.8	95.5	1.5	88.9	93.8	n		Unidentified.calls
3939	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506559.380993467	506561.588993467	3216467	3218675	2014/11/4  17:53:36.381	2.208	85.9	93.5	1.4	86.9	91.8	n		Unidentified.calls
3940	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506626.080993783	506627.921993783	3283167	3285008	2014/11/4  17:54:43.081	1.841	87.6	93.5	1.2	87.9	91.8	n		Unidentified.calls
3941	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506676.865992915	506678.797992915	3333952	3335884	2014/11/4  17:55:33.866	1.932	86.4	93.2	1.4	86.9	92.8	n		Unidentified.calls
3942	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506718.931998905	506721.324998905	3376018	3378411	2014/11/4  17:56:16.932	2.393	85.6	93.7	1.5	85.9	91.8	n		Unidentified.calls
3943	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506778.362998214	506781.031998214	3435449	3438118	2014/11/4  17:57:15.363	2.669	87.3	93.2	1.7	87.9	91.8	n		Unidentified.calls
3944	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506819.129996967	506821.613996967	3476216	3478700	2014/11/4  17:57:56.130	2.484	86.4	92.0	1.5	87.9	90.8	n		Unidentified.calls
3945	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506857.68699966	506860.44799966	3514773	3517534	2014/11/4  17:58:34.687	2.761	85.6	93.2	1.8	86.9	91.8	n		Unidentified.calls
3946	Spectrogram 1	1	201_2014-11-04_17-00-00.wav	201_2014-11-04_17-00-00.wav	506902.190992829	506904.399992828	3559277	3561486	2014/11/4  17:59:19.191	2.209	86.4	94.6	1.5	87.9	92.8	n		Unidentified.calls
3947	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	507007.188996669	507009.029996669	63738	65579	2014/11/6  8:01:03.189	1.841	30.3	42.7	1.1	31.2	41.0	fm		Unidentified.calls
3948	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	507123.194995891	507124.482995891	179744	181032	2014/11/6  8:02:59.195	1.288	42.1	56.9	0.8	43.9	56.6	fm		Unidentified.calls
3949	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	507126.416000347	507127.980000347	182965	184529	2014/11/6  8:03:02.416	1.564	47.9	79.7	1.4	49.8	78.1	fm		Unidentified.calls
3950	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	507301.477995883	507304.698995883	358027	361248	2014/11/6  8:05:58.478	3.221	87.8	100.2	2.5	87.9	98.6	n		Unidentified.calls
3951	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	507319.133995469	507320.605995469	375683	377155	2014/11/6  8:06:15.134	1.472	13.0	25.1	1.1	14.6	23.4	fm		Unidentified.calls
3952	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	507320.974993329	507322.078993329	377524	378628	2014/11/6  8:06:17.975	1.104	12.7	24.5	0.9	13.7	22.5	fm		Unidentified.calls
3953	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	507364.684995632	507367.721995632	421234	424271	2014/11/6  8:07:01.685	3.037	89.5	99.9	2.3	90.8	99.6	n		Unidentified.calls
3954	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	507366.985999044	507368.457999044	423535	425007	2014/11/6  8:07:03.986	1.472	17.3	34.1	1.1	18.6	32.2	fm		Unidentified.calls
3955	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	507420.415994893	507422.072994893	476965	478622	2014/11/6  8:07:56.416	1.657	49.1	67.3	1.5	50.8	65.4	fm		Unidentified.calls
3956	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	507423.912998657	507427.133998657	480462	483683	2014/11/6  8:08:00.913	3.221	84.9	100.5	2.6	85.9	98.6	n		Unidentified.calls
3957	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	508959.838996823	508960.850996823	2016388	2017400	2014/11/6  8:33:36.839	1.012	39.8	84.0	0.8	41.0	79.1	fm		Unidentified.calls
3958	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	509019.379993524	509021.036993524	2075929	2077586	2014/11/6  8:34:35.380	1.657	11.5	30.6	1.4	12.7	29.3	fm		Unidentified.calls
3959	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	509020.851993184	509022.692993184	2077401	2079242	2014/11/6  8:34:37.852	1.841	12.4	30.3	1.4	13.7	29.3	fm		Unidentified.calls
3960	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	509109.378992389	509110.574992389	2165928	2167124	2014/11/6  8:36:05.379	1.196	15.9	33.5	1.1	17.6	32.2	fm		Unidentified.calls
3961	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	509786.882992085	509789.551992085	2843432	2846101	2014/11/6  8:47:23.883	2.669	83.7	101.0	2.3	85.0	99.6	fm		Unidentified.calls
3962	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	509833.72300155	509837.49600155	2890272	2894045	2014/11/6  8:48:10.723	3.773	32.6	73.9	3.1	36.1	69.3	fm		Unidentified.calls
3963	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	509939.882001277	509941.539001277	2996431	2998088	2014/11/6  8:49:56.882	1.657	28.0	60.3	1.2	29.3	54.7	fm		Unidentified.calls
3964	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	510263.550996031	510264.838996031	3320100	3321388	2014/11/6  8:55:20.551	1.288	20.8	85.7	0.8	24.4	79.1	fm		Unidentified.calls
3965	Spectrogram 1	1	201_2014-11-06_08-00-00.wav	201_2014-11-06_08-00-00.wav	510464.181993898	510466.022993898	3520731	3522572	2014/11/6  8:58:40.182	1.841	38.1	59.2	1.4	39.1	56.6	fm		Unidentified.calls
3966	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	510997.736993909	511000.128993909	453707	456099	2014/11/8  8:07:33.737	2.392	84.1	90.5	1.7	85.9	89.8	n		Unidentified.calls
3967	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	511035.834001109	511037.951001109	491804	493921	2014/11/8  8:08:11.834	2.117	86.2	91.1	1.5	86.9	90.8	n		Unidentified.calls
3968	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	511355.079000547	511356.000000547	811049	811970	2014/11/8  8:13:31.079	0.921	101.4	132.6	0.8	103.5	129.9	fm		Unidentified.calls
3969	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512070.577000558	512072.233000558	1526547	1528203	2014/11/8  8:25:26.577	1.656	12.6	17.8	1.2	12.7	16.6	low dot		Unidentified.calls
3970	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512080.60700047	512082.07900047	1536577	1538049	2014/11/8  8:25:36.607	1.472	12.3	17.8	1.1	12.7	16.6	low dot		Unidentified.calls
3971	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512089.8089924	512091.925992401	1545779	1547896	2014/11/8  8:25:45.809	2.117	11.7	17.5	1.7	11.7	16.6	low dot		Unidentified.calls
3972	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512100.759999186	512101.955999186	1556730	1557926	2014/11/8  8:25:56.760	1.196	12.3	17.8	0.9	12.7	16.6	low dot		Unidentified.calls
3973	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512109.237995848	512111.538995848	1565208	1567509	2014/11/8  8:26:05.238	2.301	12.6	16.9	1.8	12.7	16.6	low dot		Unidentified.calls
3974	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512119.176998466	512121.108998466	1575147	1577079	2014/11/8  8:26:15.177	1.932	13.1	17.5	1.5	13.7	16.6	low dot		Unidentified.calls
3975	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512130.576001212	512132.876001212	1586546	1588846	2014/11/8  8:26:26.576	2.3	13.1	18.1	2.0	13.7	17.6	low dot		Unidentified.calls
3976	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512139.329997182	512140.893997182	1595300	1596864	2014/11/8  8:26:35.330	1.564	13.7	16.9	1.2	14.6	16.6	low dot		Unidentified.calls
3977	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512151.004999235	512152.844999235	1606975	1608815	2014/11/8  8:26:46.005	1.84	12.6	17.2	1.5	12.7	16.6	low dot		Unidentified.calls
3978	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512160.574993595	512162.322993595	1616545	1618293	2014/11/8  8:26:56.575	1.748	12.0	16.6	1.5	12.7	15.6	low dot		Unidentified.calls
3979	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512169.385999918	512172.238999918	1625356	1628209	2014/11/8  8:27:05.386	2.853	12.9	16.6	1.4	13.7	15.6	low dot		Unidentified.calls
3980	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512179.140996292	512181.072996292	1635111	1637043	2014/11/8  8:27:15.141	1.932	13.1	16.9	1.4	13.7	16.6	low dot		Unidentified.calls
3981	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512189.170996204	512191.287996204	1645141	1647258	2014/11/8  8:27:25.171	2.117	13.4	17.2	1.7	13.7	16.6	low dot		Unidentified.calls
3982	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512199.83399409	512202.31799409	1655804	1658288	2014/11/8  8:27:35.834	2.484	12.6	16.9	1.8	13.7	15.6	low dot		Unidentified.calls
3983	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512210.692997753	512212.716997753	1666663	1668687	2014/11/8  8:27:46.693	2.024	12.3	17.8	1.7	12.7	16.6	low dot		Unidentified.calls
3984	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512219.894999742	512222.563999742	1675865	1678534	2014/11/8  8:27:55.895	2.669	13.1	17.5	2.2	13.7	16.6	low dot		Unidentified.calls
3985	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512230.845996469	512232.501996469	1686816	1688472	2014/11/8  8:28:06.846	1.656	12.0	18.4	1.4	12.7	16.6	low dot		Unidentified.calls
3986	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512240.507993951	512242.347993951	1696478	1698318	2014/11/8  8:28:16.508	1.84	13.4	17.5	1.5	13.7	16.6	low dot		Unidentified.calls
3987	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512249.353993043	512251.470993043	1705324	1707441	2014/11/8  8:28:25.354	2.117	12.3	16.4	1.8	12.7	15.6	low dot		Unidentified.calls
3988	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512259.384998783	512260.672998783	1715355	1716643	2014/11/8  8:28:35.385	1.288	12.9	18.4	1.1	13.7	17.6	low dot		Unidentified.calls
3989	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512269.230992451	512270.979992451	1725201	1726950	2014/11/8  8:28:45.231	1.749	12.9	16.9	1.1	13.7	16.6	low dot		Unidentified.calls
3990	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512280.502999305	512282.526999305	1736473	1738497	2014/11/8  8:28:56.503	2.024	12.3	17.5	1.7	12.7	16.6	low dot		Unidentified.calls
3991	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512289.88899748	512293.29399748	1745859	1749264	2014/11/8  8:29:05.889	3.405	11.1	16.1	2.9	11.7	15.6	low dot		Unidentified.calls
3992	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512300.471991777	512302.219991777	1756442	1758190	2014/11/8  8:29:16.472	1.748	11.7	15.8	1.4	11.7	15.6	low dot		Unidentified.calls
3993	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512310.870999947	512313.354999947	1766841	1769325	2014/11/8  8:29:26.871	2.484	12.3	17.5	2.0	12.7	15.6	low dot		Unidentified.calls
3994	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512320.625000551	512322.005000551	1776595	1777975	2014/11/8  8:29:36.625	1.38	13.1	16.4	1.1	13.7	15.6	low dot		Unidentified.calls
3995	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512330.563993111	512332.587993111	1786534	1788558	2014/11/8  8:29:46.564	2.024	12.0	16.1	1.2	12.7	15.6	low dot		Unidentified.calls
3996	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512340.05399394	512341.98699394	1796024	1797957	2014/11/8  8:29:56.054	1.933	14.0	17.2	1.2	14.6	16.6	low dot		Unidentified.calls
3997	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512349.255995929	512350.820995929	1805226	1806791	2014/11/8  8:30:05.256	1.565	12.3	17.8	1.2	12.7	17.6	low dot		Unidentified.calls
3998	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512358.367000624	512360.759000624	1814337	1816729	2014/11/8  8:30:14.367	2.392	12.9	17.8	1.7	13.7	17.6	low dot		Unidentified.calls
3999	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512370.961993664	512372.249993664	1826932	1828220	2014/11/8  8:30:26.962	1.288	12.9	17.5	0.9	13.7	16.6	low dot		Unidentified.calls
4000	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512379.347997263	512381.740997263	1835318	1837711	2014/11/8  8:30:35.348	2.393	13.4	16.9	2.0	13.7	16.6	low dot		Unidentified.calls
4001	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512390.434992045	512391.907992045	1846405	1847878	2014/11/8  8:30:46.435	1.473	14.0	17.2	1.2	14.6	16.6	low dot		Unidentified.calls
4002	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512400.649993971	512402.489993971	1856620	1858460	2014/11/8  8:30:56.650	1.84	11.7	16.1	1.4	11.7	15.6	low dot		Unidentified.calls
4003	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512410.588996589	512412.428996589	1866559	1868399	2014/11/8  8:31:06.589	1.84	12.3	16.6	1.4	12.7	15.6	low dot		Unidentified.calls
4004	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512420.526993379	512422.735993379	1876497	1878706	2014/11/8  8:31:16.527	2.209	10.8	16.4	1.7	11.7	15.6	low dot		Unidentified.calls
4005	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512430.649992183	512432.213992183	1886620	1888184	2014/11/8  8:31:26.650	1.564	11.4	16.4	1.2	11.7	15.6	low dot		Unidentified.calls
4006	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512439.219991967	512441.335991967	1895190	1897306	2014/11/8  8:31:35.220	2.116	11.4	15.8	1.7	11.7	15.6	low dot		Unidentified.calls
4007	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512449.341995001	512450.722995001	1905312	1906693	2014/11/8  8:31:45.342	1.381	11.7	16.9	0.9	11.7	16.6	low dot		Unidentified.calls
4008	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512460.833000868	512462.305000868	1916803	1918275	2014/11/8  8:31:56.833	1.472	11.1	15.2	1.1	11.7	14.6	low dot		Unidentified.calls
4009	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512469.310997531	512471.335997531	1925281	1927306	2014/11/8  8:32:05.311	2.025	11.1	16.6	1.5	11.7	15.6	low dot		Unidentified.calls
4010	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512479.065993905	512481.273993905	1935036	1937244	2014/11/8  8:32:15.066	2.208	11.7	14.6	1.8	11.7	13.7	low dot		Unidentified.calls
4011	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512489.371993124	512490.844993124	1945342	1946815	2014/11/8  8:32:25.372	1.473	13.1	16.9	1.2	13.7	16.6	low dot		Unidentified.calls
4012	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512500.827996164	512502.391996164	1956798	1958362	2014/11/8  8:32:36.828	1.564	11.1	16.1	1.2	11.7	15.6	low dot		Unidentified.calls
4013	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512510.582992539	512512.882992539	1966553	1968853	2014/11/8  8:32:46.583	2.3	11.4	15.5	2.0	11.7	14.6	low dot		Unidentified.calls
4014	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512520.704995572	512522.729995572	1976675	1978700	2014/11/8  8:32:56.705	2.025	11.7	16.4	1.7	11.7	15.6	low dot		Unidentified.calls
4015	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512530.287995293	512531.851995293	1986258	1987822	2014/11/8  8:33:06.288	1.564	11.7	15.8	1.2	11.7	15.6	low dot		Unidentified.calls
4016	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512540.673998102	512542.053998102	1996644	1998024	2014/11/8  8:33:16.674	1.38	11.7	16.4	1.2	11.7	15.6	low dot		Unidentified.calls
4017	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512550.349000945	512551.637000945	2006319	2007607	2014/11/8  8:33:26.349	1.288	12.3	16.1	1.2	12.7	15.6	low dot		Unidentified.calls
4018	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512560.734993696	512562.482993696	2016705	2018453	2014/11/8  8:33:36.735	1.748	12.0	16.4	1.2	12.7	15.6	low dot		Unidentified.calls
4019	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512570.673996314	512572.237996314	2026644	2028208	2014/11/8  8:33:46.674	1.564	12.0	16.4	1.2	12.7	15.6	low dot		Unidentified.calls
4020	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512580.887992412	512582.359992412	2036858	2038330	2014/11/8  8:33:56.888	1.472	11.7	16.4	1.1	11.7	15.6	low dot		Unidentified.calls
4021	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512591.011001274	512592.667001274	2046981	2048637	2014/11/8  8:34:06.011	1.656	11.4	14.9	1.4	11.7	14.6	low dot		Unidentified.calls
4022	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512600.821992114	512602.477992114	2056792	2058448	2014/11/8  8:34:16.822	1.656	12.0	15.8	1.2	12.7	15.6	low dot		Unidentified.calls
4023	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512610.483999654	512611.956999654	2066454	2067927	2014/11/8  8:34:26.484	1.473	13.7	16.9	1.1	14.6	16.6	low dot		Unidentified.calls
4024	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512620.882997766	512622.262997766	2076853	2078233	2014/11/8  8:34:36.883	1.38	12.3	16.6	1.1	12.7	15.6	low dot		Unidentified.calls
4025	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512631.00599657	512632.47799657	2086976	2088448	2014/11/8  8:34:46.006	1.472	11.7	16.4	1.1	11.7	15.6	low dot		Unidentified.calls
4026	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512640.035991847	512641.415991847	2096006	2097386	2014/11/8  8:34:56.036	1.38	12.0	15.2	1.2	12.7	14.6	low dot		Unidentified.calls
4027	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512649.146000772	512651.539000772	2105116	2107509	2014/11/8  8:35:05.146	2.393	10.8	15.5	1.8	11.7	14.6	low dot		Unidentified.calls
4028	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512660.820992768	512662.661992768	2116791	2118632	2014/11/8  8:35:16.821	1.841	11.1	15.5	1.2	11.7	14.6	low dot		Unidentified.calls
4029	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512670.483000308	512672.048000308	2126453	2128018	2014/11/8  8:35:26.483	1.565	11.1	15.8	1.2	11.7	15.6	low dot		Unidentified.calls
4030	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512679.501991823	512681.709991823	2135472	2137680	2014/11/8  8:35:35.502	2.208	10.8	15.2	1.7	11.7	14.6	low dot		Unidentified.calls
4031	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512690.544991672	512692.476991672	2146515	2148447	2014/11/8  8:35:46.545	1.932	10.2	14.0	1.2	10.7	13.7	low dot		Unidentified.calls
4032	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512700.851000949	512702.784000949	2156821	2158754	2014/11/8  8:35:56.851	1.933	10.5	14.6	1.1	10.7	13.7	low dot		Unidentified.calls
4033	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512710.938996926	512712.686996926	2166909	2168657	2014/11/8  8:36:06.939	1.748	12.0	15.2	1.2	12.7	14.6	low dot		Unidentified.calls
4034	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512720.785000652	512722.718000652	2176755	2178688	2014/11/8  8:36:16.785	1.933	11.1	15.5	1.1	11.7	14.6	low dot		Unidentified.calls
4035	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512730.907999456	512732.563999456	2186878	2188534	2014/11/8  8:36:26.908	1.656	9.6	14.3	1.2	9.8	13.7	low dot		Unidentified.calls
4036	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512740.122000977	512742.147000977	2196092	2198117	2014/11/8  8:36:36.122	2.025	10.8	14.3	1.8	11.7	13.7	low dot		Unidentified.calls
4037	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512750.244999781	512752.544999781	2206215	2208515	2014/11/8  8:36:46.245	2.3	10.2	14.6	1.8	10.7	13.7	low dot		Unidentified.calls
4038	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512759.354998648	512762.023998648	2215325	2217994	2014/11/8  8:36:55.355	2.669	10.8	14.6	2.0	11.7	13.7	low dot		Unidentified.calls
4039	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512769.108999252	512770.765999252	2225079	2226736	2014/11/8  8:37:05.109	1.657	10.8	14.6	0.8	11.7	13.7	low dot		Unidentified.calls
4040	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512779.139994934	512781.163994934	2235110	2237134	2014/11/8  8:37:15.140	2.024	9.9	14.9	1.5	10.7	14.6	low dot		Unidentified.calls
4041	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512790.274997905	512791.838997905	2246245	2247809	2014/11/8  8:37:26.275	1.564	10.2	15.5	1.2	10.7	14.6	low dot		Unidentified.calls
4042	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512800.212994694	512801.777994694	2256183	2257748	2014/11/8  8:37:36.213	1.565	9.9	14.9	1.4	10.7	14.6	low dot		Unidentified.calls
4043	Spectrogram 1	1	201_2014-11-08_08-00-00.wav	201_2014-11-08_08-00-00.wav	512810.783999517	512812.163999517	2266754	2268134	2014/11/8  8:37:46.784	1.38	11.4	15.2	1.1	11.7	14.6	low dot		Unidentified.calls
